Gene	CD10	CD31	CD45	EPCAM
HGH1	7.139559534	4.547057962	6.233253142	14.2223431
HGS	28.02783171	20.89360887	16.19953573	32.74528671
HGSNAT	67.34919804	42.61666265	26.71880138	67.01113001
HHAT	4.501249131	3.925607673	5.298482489	10.39555304
HHATL	1.736215679	1.472007354	1.844229452	2.591832805
HHATL-AS1	1.368847709	1.246386364	1.618083907	1.453377019
HHEX	2.28783419	44.19748448	7.033374488	4.066992337
HHIP	6.889319945	1.608064304	2.199413661	5.97062057
HHIP-AS1	4.208378429	1.298916894	1.916811422	3.629021106
HHIPL1	4.107360946	2.530692801	1.548430974	1.661962847
HHIPL2	1.529780303	1.280929098	1.624867536	2.044707295
HHLA1	2.54446473	3.800655301	6.954418095	2.93657112
HHLA2	2.209995192	1.796474739	2.680689439	6.595243969
HHLA3	8.802350692	5.890798147	4.176868665	12.88003542
HIAT1	26.1905102	35.77908084	14.97585669	36.27442363
HIATL1	33.36154389	25.92944978	14.1871047	33.76922186
HIATL2	5.043280602	4.693985484	4.780091245	6.469467775
HIBADH	24.8670688	15.50301833	9.892108522	47.80528646
HIBCH	14.73245594	14.11943266	8.941496669	30.09134203
HIC1	11.74781851	8.651702215	3.480491601	1.77684501
HIC2	3.866022048	2.988330759	4.332642279	6.466840937
HID1	4.475858367	73.35449897	12.29005075	44.15592884
HID1-AS1	1.333805026	4.175557914	1.412729662	1.310239342
HIF1A	261.1166297	328.4204984	208.0584016	268.3363138
HIF1A-AS2	2.407455113	2.636463786	2.73206161	3.393917112
HIF1AN	8.224449497	5.782005685	5.75022707	11.73503014
HIF3A	5.772506325	19.15208741	2.261787268	4.436897365
HIGD1A	43.95071754	48.6925384	20.52221191	88.30757038
HIGD1AP1	1.333805026	1.220896387	1.558409515	1.311078358
HIGD1AP14	1.509266032	1.363853176	1.705968092	1.56232016
HIGD1AP16	1.506861986	1.537618542	1.891329826	1.562236343
HIGD1AP17	1.962726285	1.819071823	2.385504672	2.414227722
HIGD1AP18	1.342386977	1.337015762	1.434788916	1.37362244
HIGD1AP6	1.34831994	1.47206034	1.562956191	1.868233453
HIGD1B	6.827719845	4.036749092	1.687677195	1.992465742
HIGD2A	74.51807671	58.8717682	64.36764731	119.5148567
HILPDA	30.98337264	18.13479839	4.91436876	44.79539174
HILS1	1.548949304	1.237866563	1.426485668	1.468788906
HINFP	9.346243037	9.700182141	6.326810677	13.60403891
HINT1	130.1505789	181.9930869	76.48881493	264.3414115
HINT1P2	1.333805026	1.220896387	1.412729662	1.398565052
HINT2	20.25520835	13.64649394	10.24826	33.40863501
HINT3	9.878943976	10.1909976	6.489213212	19.46154402
HIP1	26.27491672	39.35114254	9.18412504	21.39174839
HIP1R	3.561164278	14.62898394	10.30053357	17.51324643
HIPK1	53.32519817	49.24616846	37.48623844	61.40999548
HIPK1-AS1	1.929269125	1.726714838	3.912656442	2.659337567
HIPK2	34.70743771	67.72459676	43.64807399	60.69701438
HIPK3	90.25251504	122.9005879	37.75706919	93.52767069
HIRA	4.05647779	3.69776945	3.35979957	5.595840117
HIRIP3	7.932334153	8.216429607	6.182949858	14.78020067
HIST1H1A	16.15409023	3.489608516	2.995719866	7.125466634
HIST1H1B	6.654478468	4.018683896	9.455621346	13.85572167
HIST1H1C	52.75155123	37.72907006	37.31278248	136.7680714
HIST1H1D	9.606964774	33.6146806	36.95725896	33.49473576
HIST1H1E	240.905164	286.4384895	183.8376549	263.972602
HIST1H1T	1.569795261	1.363922553	1.791985418	2.985207376
HIST1H2AA	1.333805026	1.226484641	1.432433176	1.34846192
HIST1H2AB	1.564728967	1.394713034	1.626032074	1.933941173
HIST1H2AC	22.32241242	27.90310022	17.63548293	46.60993046
HIST1H2AD	2.359365409	2.699464762	4.971205574	3.818997484
HIST1H2AE	3.695657841	5.772770226	7.018451093	13.04116228
HIST1H2AG	4.558658166	3.325972875	7.806335244	10.28785693
HIST1H2AH	2.126398076	1.685603167	2.500819757	4.152949033
HIST1H2AI	9.665119836	4.110268351	13.84203022	25.6167255
HIST1H2AJ	3.592424447	2.408088745	7.501159044	7.730083404
HIST1H2AK	2.706807217	1.490231743	1.888134206	1.873496804
HIST1H2AL	11.85027104	5.65367898	26.80714059	27.97568697
HIST1H2AM	4.011973019	2.660689431	5.819732554	13.73561593
HIST1H2APS3	1.410717842	1.306602214	1.470962807	1.698172806
HIST1H2APS6	1.333805026	1.239784002	1.546931282	1.299125513
HIST1H2BA	1.333805026	1.233103878	1.4245136	1.372826814
HIST1H2BB	1.503955337	1.319607527	2.192429643	1.75259048
HIST1H2BC	45.27086023	40.29330396	34.93226519	93.83198215
HIST1H2BD	11.55136064	8.8577187	11.39545371	51.14439851
HIST1H2BE	3.096284346	2.631811835	5.381175421	5.229890314
HIST1H2BF	8.18476951	8.558200049	24.75410049	20.99594677
HIST1H2BG	3.853023222	6.193192853	7.1678357	10.52572692
HIST1H2BH	3.148402398	2.942151524	9.567519687	9.512197377
HIST1H2BI	2.441402152	2.008518668	3.718605728	3.436113342
HIST1H2BJ	3.249226565	3.020875079	4.90071256	8.802952855
HIST1H2BK	51.49728838	49.2973615	53.15690359	146.2513505
HIST1H2BL	2.67251601	1.697648936	3.935042582	5.12091602
HIST1H2BM	2.506872078	1.731415972	3.343475711	4.0031164
HIST1H2BN	4.767133393	3.164759574	4.680122163	10.11403334
HIST1H2BO	2.30985707	2.072572226	3.440228347	4.295579358
HIST1H2BPS2	1.48742243	1.391261979	1.843880106	2.155561378
HIST1H2BPS3	1.454677705	1.248330586	1.412729662	1.299125513
HIST1H3A	2.603756357	3.152373505	2.663328121	3.501748446
HIST1H3B	17.90303136	10.1361829	45.59587969	43.4732766
HIST1H3C	4.58832251	2.616319425	6.975815751	6.646807147
HIST1H3D	2.357146379	2.600709295	4.952719657	4.603710327
HIST1H3E	1.803961671	2.1929938	2.394530004	3.404963367
HIST1H3F	1.928173059	2.526805248	4.544548751	3.893191843
HIST1H3G	1.463042411	1.285317551	2.04567965	2.253321776
HIST1H3H	3.406981152	2.114611273	3.217549248	9.94048164
HIST1H3I	9.697963478	3.70689305	9.2495319	14.32616835
HIST1H3J	7.803215523	3.041914505	9.148903619	6.743479562
HIST1H3PS1	1.365533652	1.288184809	1.421232483	1.364771339
HIST1H4A	1.865340974	1.893746708	2.252185104	2.39220023
HIST1H4B	4.377418417	3.272116573	4.708842619	7.432798576
HIST1H4C	6.292202754	5.904192724	5.528396978	12.72725475
HIST1H4D	2.528632474	2.60662508	3.857668464	4.855078683
HIST1H4E	24.64558067	41.95534522	27.03407079	23.50953474
HIST1H4F	1.734562006	2.071242838	3.175469117	1.965444695
HIST1H4H	15.01221113	11.91331341	10.62144069	24.50442702
HIST1H4I	3.316948549	3.114931056	3.823768743	4.753628451
HIST1H4J	3.226131768	2.13108779	2.786120243	5.983770912
HIST1H4L	1.779619391	1.317821944	2.001244059	2.329619153
HIST2H2AA3	1.83290164	1.592482168	1.412729662	1.299125513
HIST2H2AA4	132.796498	91.42267404	150.664924	416.8962482
HIST2H2AB	8.652391408	5.210527352	6.209815182	12.45877599
HIST2H2AC	27.86966496	26.3102976	25.1537884	36.14066747
HIST2H2BA	2.881699282	1.657732869	1.641757862	2.669788103
HIST2H2BB	3.583791538	1.456196374	1.795549282	2.796705697
HIST2H2BC	2.454609541	1.725683907	2.343719368	6.010917642
HIST2H2BD	2.607860209	2.577626265	3.267052667	3.586279301
HIST2H2BE	21.31524176	18.39191209	18.09197689	62.07666043
HIST2H2BF	15.73870558	5.676272263	11.07138365	30.39489822
HIST2H3A	1.979388171	2.114763357	2.278521085	4.180384721
HIST2H3C	1.984970729	2.117198554	2.357997587	4.327859313
HIST2H3D	1.696168895	1.4493811	2.089721659	2.244547657
HIST2H4A	8.564842623	7.04859584	6.928159566	22.33372656
HIST2H4B	8.944370045	9.117186396	5.481287435	36.46500368
HIST3H2A	4.234626543	1.490732771	4.098692358	10.47026711
HIST3H2BB	1.670776198	1.273537678	2.481857244	2.485779748
HIST4H4	5.245732854	3.415141439	5.264578131	9.631406041
HIVEP1	31.21660556	38.77545717	26.70974192	47.13768235
HIVEP2	34.28897014	26.02947544	13.12453178	30.52060394
HIVEP3	17.40741036	9.768022117	9.248570212	9.427598649
HJURP	3.38841194	2.457173021	4.906053906	8.359448387
HK1	28.54194271	37.61135958	22.70372454	55.96755652
HK2	16.69652887	4.299679718	31.42782105	60.05578428
HK2P1	1.34547578	1.352787926	1.610655688	1.389253015
HK3	1.51493022	1.688814655	11.52909243	1.383690947
HKDC1	1.750051658	1.411051248	2.093913713	9.759637863
HKR1	13.82192616	14.4738109	6.905567289	19.83086336
HLA-A	391.8455204	773.2808196	407.2590392	410.6456058
HLA-B	840.1665184	1960.378415	1003.289272	536.8844933
HLA-C	298.6166091	583.8822144	373.8605896	237.0249947
HLA-DMA	12.55796481	134.1123253	268.2283261	51.63694562
HLA-DMB	4.627650546	23.88470926	80.85612379	13.21654012
HLA-DOA	3.196692196	14.07682553	45.08861705	10.57432345
HLA-DOB	2.470856245	3.645553427	10.24747349	4.083556407
HLA-DPA1	30.27129372	285.3349857	652.0665978	88.45282183
HLA-DPA2	1.371186691	1.235279349	1.932858947	1.326790294
HLA-DPB1	20.91624586	99.3987617	457.6741574	56.70092806
HLA-DPB2	1.457876998	1.340330584	2.770793292	1.861245501
HLA-DQA1	6.924856439	31.91436976	249.4333249	16.26455346
HLA-DQA2	2.159034329	3.737310139	20.98446004	3.019061616
HLA-DQB1	7.881150767	36.37797616	155.7966695	22.52982695
HLA-DQB1-AS1	1.903614872	4.375365743	10.6744106	3.196893577
HLA-DQB2	1.882053229	1.81277089	14.5034177	2.88389988
HLA-DRA	38.21258246	462.4778406	1573.89744	213.6646131
HLA-DRB1	22.34635059	326.4027871	622.4460146	97.31963663
HLA-DRB5	5.45296562	35.91473919	60.37312863	16.08934033
HLA-DRB6	1.82902655	4.532879544	8.305265519	2.688217051
HLA-DRB9	1.415047283	1.249873776	1.649766695	1.322096919
HLA-E	216.3071619	1022.678657	261.0835377	197.9617957
HLA-F	57.94697973	190.3599395	93.1341976	57.74685093
HLA-F-AS1	4.950583104	5.643166407	3.702825533	4.949670071
HLA-G	1.758279332	1.431054987	1.683287281	3.16405722
HLA-H	3.201826598	3.432097695	3.182409913	3.139825775
HLA-J	1.835729039	2.214223679	1.819230336	2.448721237
HLA-K	2.421715526	1.623268752	1.891928131	2.782912833
HLA-L	3.2508343	4.144041508	4.667245697	3.144197151
HLA-V	1.817828953	1.514211076	2.429747561	2.957480147
HLA-W	1.407277145	1.553559921	1.530299358	1.473950628
HLCS	9.78964146	5.776794467	4.643663921	13.64552457
HLCS-IT1	1.454285782	1.321619226	1.512194835	2.027078773
HLF	8.014167553	5.522740493	4.554244571	16.70889035
HLTF	17.61276048	13.24394173	6.042678789	30.33594067
HLX	9.133587476	24.57769656	4.38500171	1.64400943
HM13	84.17809868	59.78601334	53.0470992	104.0023273
HM13-AS1	1.376547891	1.31311244	1.462124109	1.703267674
HMBOX1	18.77773114	55.73972573	13.80774969	22.88244505
HMBS	8.695538748	9.403024664	5.370162864	19.83972579
HMCES	13.98834242	21.91440428	15.53373925	47.12065162
HMCN1	90.22168734	21.89711701	2.398687265	6.649299061
HMCN2	2.332317544	3.604841155	1.718379706	1.527731774
HMG20A	34.357651	34.44755863	16.21349279	28.29644496
HMG20B	20.44401029	19.32859341	14.35236409	26.24424774
HMGA1	26.22666408	14.47227803	47.50094611	197.7827609
HMGA1P2	2.240931813	2.193111704	2.856444916	2.42186842
HMGA1P4	1.376810348	1.311414495	1.708360096	1.638580493
HMGA1P6	1.333805026	1.230806803	1.412729662	1.299125513
HMGA1P8	1.556850588	1.414064956	1.501511417	2.063376068
HMGA2	3.805992379	1.770456933	2.738899865	8.639778273
HMGB1	122.203144	127.5119098	60.63204919	161.8716176
HMGB1P1	1.359708772	1.546008998	1.87507844	1.790321259
HMGB1P10	1.622141618	1.662560233	2.178800698	2.189159607
HMGB1P11	1.419562849	1.277849314	1.426570413	1.581717061
HMGB1P13	1.357974609	1.36246704	1.56523996	1.337884335
HMGB1P14	1.957201954	1.735468345	2.474781322	2.301576503
HMGB1P19	1.371802074	1.254873741	1.690778756	1.420539934
HMGB1P20	1.446674785	1.398330503	1.909210135	1.76666143
HMGB1P21	4.44498563	4.291902066	2.228647166	3.164745899
HMGB1P23	2.057605184	2.191529628	4.197576215	4.315114483
HMGB1P24	2.080280518	1.740391023	2.49606327	4.148761336
HMGB1P25	1.333805026	1.243842993	1.522469893	1.299125513
HMGB1P26	1.339979735	1.275702326	1.51776442	1.307258333
HMGB1P27	1.350246112	1.248423611	1.436236404	1.348081217
HMGB1P29	1.333805026	1.246246256	1.461071564	1.322193639
HMGB1P3	2.497868862	3.771897492	5.180306707	2.891185973
HMGB1P30	1.352862748	1.23418358	1.503584397	1.333973535
HMGB1P37	1.350109514	1.240194546	1.540631656	1.395776344
HMGB1P38	1.38392488	1.353465402	1.495498259	1.308622672
HMGB1P39	1.457585579	1.449279325	1.498606057	1.398229019
HMGB1P4	1.386790296	1.263898146	1.644599182	1.457907719
HMGB1P41	1.52874162	1.756713856	1.483505329	2.103079696
HMGB1P42	1.37679781	1.276084158	1.530456958	1.318828481
HMGB1P44	1.441869631	1.267676073	1.666131291	1.415537389
HMGB1P45	1.379092633	1.236088936	1.443918373	1.305526421
HMGB1P5	7.766741499	8.908360158	4.392029556	10.59589642
HMGB1P7	1.558025863	1.747191315	2.032494583	2.599041887
HMGB1P8	1.525369446	1.407171495	1.749851898	1.975208091
HMGB2	47.24680956	42.94713611	83.35607457	100.4704018
HMGB3	11.68192886	11.43293925	8.148806639	96.69175274
HMGB3P10	1.410617533	2.54452698	1.437159244	1.342435617
HMGB3P11	1.454209872	1.712658406	2.133918278	1.386604174
HMGB3P14	1.698133183	1.810923703	1.720484963	2.238907686
HMGB3P15	1.333805026	1.276634612	1.412729662	1.31482883
HMGB3P17	1.400037524	1.36811099	1.673563974	1.318330686
HMGB3P19	1.333805026	1.276994936	1.476708319	1.304299587
HMGB3P20	1.34376661	1.220896387	1.412729662	1.344618211
HMGB3P22	1.732168166	1.571958702	1.962387505	2.342215161
HMGB3P24	1.409492746	1.299056836	1.521270159	1.488139464
HMGB3P30	1.345534991	1.271186525	1.626154082	1.330429818
HMGB3P32	1.333805026	1.242402908	1.608499117	1.396645224
HMGB3P4	1.600868234	1.488345051	3.058122891	2.162881536
HMGB3P5	1.348255508	1.288738391	1.52001345	1.374346287
HMGB3P6	1.357696895	1.366052207	1.983993026	1.419608233
HMGB3P7	2.530953932	1.470675234	1.586399479	1.497449982
HMGB3P8	1.372540896	1.264121159	1.746674344	1.315206519
HMGB3P9	1.927135943	1.686645321	1.973187077	1.981975514
HMGCL	16.71318492	14.09165684	10.37304252	27.77896688
HMGCLL1	3.604551201	1.698231498	1.90001057	1.546556629
HMGCR	14.67117911	17.05513775	14.63705051	50.65529293
HMGCS1	26.10718241	17.17366427	14.26605333	81.54184472
HMGCS2	1.382734958	1.343857196	1.805784745	2.365805045
HMGN1	63.33480765	60.39090203	51.06383808	124.9750407
HMGN1P12	1.535339254	1.316224797	1.691872703	1.555684604
HMGN1P15	1.398666786	1.299259052	1.603923116	1.392596207
HMGN1P17	1.487837224	1.28127495	1.449958902	1.321782468
HMGN1P2	2.285119857	2.540646205	3.087083945	3.155645199
HMGN1P24	1.385947451	1.456428938	1.584916274	1.566259867
HMGN1P28	1.499491513	1.373151377	1.797170558	1.462425004
HMGN1P36	1.940803487	1.823966594	2.739788539	2.804411478
HMGN1P7	1.962975575	1.82307017	1.774694576	2.002474384
HMGN1P8	1.941636306	1.82824091	2.452031528	3.380252458
HMGN2	329.9004507	175.5473317	200.3617203	408.6500507
HMGN2P11	1.374103729	1.220896387	1.412729662	1.3288412
HMGN2P15	1.40728493	3.868159477	1.425307717	1.543573083
HMGN2P24	1.333805026	1.254482291	1.457614639	1.299125513
HMGN2P26	1.347940835	1.371017512	1.479479394	1.299125513
HMGN2P27	1.619637837	1.771823898	1.995312916	1.715480051
HMGN2P28	1.525024609	1.312347477	1.811664206	1.936793256
HMGN2P30	1.662522328	1.24108463	1.412729662	1.390063991
HMGN2P31	1.347224964	1.35634133	1.515415493	1.327509397
HMGN2P34	1.333805026	1.220896387	1.412729662	1.299125513
HMGN2P35	2.00003359	1.844222514	2.556881005	2.164159925
HMGN2P38	1.509071614	1.345914214	1.548148949	1.608617811
HMGN2P39	1.367677609	1.308394565	1.485567797	1.344277142
HMGN2P46	2.12108937	1.737917088	2.391849189	3.447594607
HMGN2P5	1.717800512	1.666091297	1.412729662	1.529409714
HMGN3	32.46296874	43.82503968	17.74341461	73.2570024
HMGN3-AS1	2.373387104	2.393850247	1.736888033	3.09300979
HMGN4	35.09349192	17.25348497	18.78367848	36.88013443
HMGN5	7.131523364	12.36927189	3.670879569	8.126920708
HMGXB3	13.62417899	14.72001013	9.880642905	16.02803391
HMGXB4	25.81367063	19.35962006	12.58006799	44.43845578
HMHA1	2.704759356	4.219573452	22.48017292	6.88344865
HMMR	3.500028309	3.026790078	4.49576518	10.28045175
HMOX1	14.22343361	7.317043104	51.03181293	19.4130767
HMOX2	15.46706084	21.4024414	9.846992436	29.34442507
HMP19	1.485260182	1.327532334	1.551102725	1.669655303
HMSD	1.564642215	1.356460308	1.76072146	2.044790942
HN1	27.46004092	25.78969996	47.43164819	124.4397948
HN1L	16.93332783	14.89390909	7.766752389	65.68187404
HNF1A	1.774258395	1.308324955	1.526936211	2.122340478
HNF1A-AS1	1.502555989	1.351889606	1.620141069	2.374628364
HNF1B	2.004354803	1.528286395	2.002882356	8.752370474
HNF4A	1.502035934	1.382918896	1.775984556	2.50462224
HNF4G	1.645690973	1.314300434	1.629687833	6.181411375
HNMT	45.24477328	2.914678516	17.45817507	28.32436334
HNRNPA0	9.835269267	6.629512873	4.531535576	7.87068252
HNRNPA1	938.3181524	885.0081738	513.6966819	1546.182367
HNRNPA1L2	4.686132229	4.065909293	3.369666341	5.260354108
HNRNPA1P1	1.362923469	1.258326872	1.553273318	1.30806529
HNRNPA1P10	1.753999441	1.565478859	1.73748114	2.144120582
HNRNPA1P11	1.333805026	1.281530745	1.580060636	1.328553045
HNRNPA1P12	1.419259922	1.305541183	1.617273106	1.341144054
HNRNPA1P14	2.015899384	1.686198413	2.274783853	2.067965354
HNRNPA1P15	1.531500409	1.448645037	1.97070171	1.791082164
HNRNPA1P16	2.000450092	1.851959694	1.968438984	3.034696758
HNRNPA1P17	1.384842459	1.299150655	2.040993176	1.61952342
HNRNPA1P18	1.378020754	1.357368921	1.922753751	1.320662437
HNRNPA1P2	1.506494999	1.340186991	1.722227281	1.360201963
HNRNPA1P21	1.430777684	1.258384267	4.599840285	1.324979322
HNRNPA1P22	1.549637722	1.574602821	2.258048164	1.516515884
HNRNPA1P23	1.362050528	1.394152784	1.59873736	1.316188786
HNRNPA1P24	1.504384844	1.541100519	2.489013466	1.422226193
HNRNPA1P25	1.601711901	1.331765053	1.555868968	1.396316943
HNRNPA1P26	1.343042826	1.265298459	1.454193403	1.328745162
HNRNPA1P27	1.416154648	1.325777012	1.619805591	2.161450057
HNRNPA1P29	1.841894099	1.433510892	1.520043663	1.396116607
HNRNPA1P3	1.383567377	1.220896387	1.412729662	1.697942751
HNRNPA1P31	1.333805026	1.259582874	1.775809354	1.340202748
HNRNPA1P32	1.342722518	1.225944593	1.439972697	1.325797809
HNRNPA1P33	1.694774456	1.463409503	1.664854885	5.059515623
HNRNPA1P35	2.076833	1.751506505	2.396415411	2.586709893
HNRNPA1P36	1.602604752	1.582247863	2.18307392	1.583595233
HNRNPA1P37	1.480970238	1.434850188	1.590400164	1.460706197
HNRNPA1P38	1.394310334	1.362605691	1.708341945	1.515588647
HNRNPA1P39	1.339825341	1.372838353	1.437401765	1.315041557
HNRNPA1P4	1.383554711	1.306896152	1.691057387	1.368928932
HNRNPA1P40	1.565320194	1.813669531	1.675844731	1.986369856
HNRNPA1P41	1.349860657	1.329887202	1.679366079	1.358690015
HNRNPA1P42	1.351230167	1.589359151	1.705688602	1.355250562
HNRNPA1P43	1.333805026	1.230167524	1.432350871	1.299125513
HNRNPA1P45	1.693116785	1.71972928	1.944497921	2.01890653
HNRNPA1P46	1.333805026	1.291265981	1.646647832	1.327745662
HNRNPA1P47	1.333805026	1.23857249	1.502140212	1.32330027
HNRNPA1P48	16.71939357	14.71762564	9.437822139	25.66668417
HNRNPA1P49	1.761988328	1.874936101	2.568812606	1.849884207
HNRNPA1P5	1.529158117	1.433140497	1.705307728	1.563441127
HNRNPA1P50	2.208835102	1.832295821	2.030408672	2.263763852
HNRNPA1P51	1.427041686	1.457912706	1.505872452	1.365806831
HNRNPA1P53	1.528944158	1.519180554	1.631690744	1.52171344
HNRNPA1P54	1.380469367	1.310772149	1.586772428	1.363696931
HNRNPA1P55	1.345493253	1.306056126	1.928739303	1.303599097
HNRNPA1P56	1.363750569	1.510832534	1.690170057	1.359254906
HNRNPA1P57	1.359749602	1.357279717	1.530656879	1.341771801
HNRNPA1P58	1.394285738	1.266129424	1.639975471	1.310060859
HNRNPA1P59	1.397265739	1.436458949	1.577769828	1.591800561
HNRNPA1P6	1.436135753	1.578043221	2.356993965	1.433108493
HNRNPA1P60	1.358446496	1.356586256	1.517744279	1.336291016
HNRNPA1P61	1.341802649	1.288757045	1.537319336	1.312778603
HNRNPA1P62	1.487482412	1.397421031	1.527212141	1.561266762
HNRNPA1P63	1.333805026	1.32399903	1.521232432	1.317397049
HNRNPA1P64	1.415128117	1.509337754	1.688915412	1.4206584
HNRNPA1P65	1.368082665	1.276082019	1.444532902	1.313739756
HNRNPA1P66	1.441902642	1.364583199	1.557058548	1.523727322
HNRNPA1P67	1.354789995	1.384885389	1.611798345	1.334884468
HNRNPA1P68	2.253578485	3.004343835	2.907978892	2.690899499
HNRNPA1P70	1.337954174	1.309288088	2.524563262	1.318789302
HNRNPA1P71	1.418351598	1.273737732	2.238693725	1.456427988
HNRNPA1P72	1.427193327	1.378517385	1.518027606	1.333818548
HNRNPA1P73	1.411992119	1.322945201	1.464862615	1.366033827
HNRNPA1P74	1.551577342	1.47294076	1.959385573	1.407773925
HNRNPA1P76	1.445118723	1.400515438	2.226560797	1.591576601
HNRNPA1P9	1.352482181	1.405221068	1.660642503	1.327237756
HNRNPA2B1	579.8001177	604.1420739	334.737607	999.8047736
HNRNPA3	230.7709496	260.1036303	155.6339907	497.1257329
HNRNPA3P1	1.402231203	1.464769768	2.086196681	1.342453878
HNRNPA3P10	1.554228719	1.785896668	2.063432855	1.450533952
HNRNPA3P11	1.950865987	2.052442689	2.470261299	1.927038716
HNRNPA3P12	1.371010919	1.401001288	1.690299462	1.390685978
HNRNPA3P13	1.48150979	1.728763608	2.419656328	1.388259714
HNRNPA3P14	1.490113435	1.496799442	2.036880608	1.384037479
HNRNPA3P15	1.480842715	1.541897298	2.598020274	1.407876025
HNRNPA3P16	1.386176793	1.531176571	1.637250714	1.330549119
HNRNPA3P2	1.344604063	1.258419914	2.014036198	1.37898881
HNRNPA3P3	1.359297213	1.36343381	1.599101331	1.353391866
HNRNPA3P4	1.418065515	1.506122634	1.819524145	1.374874681
HNRNPA3P5	1.367484679	1.36904162	1.987209084	1.432230778
HNRNPA3P6	1.49059317	1.8480008	2.428339278	1.505356036
HNRNPA3P7	1.670968498	1.84213725	2.474647914	2.044851596
HNRNPA3P8	1.412511454	1.447323617	2.124528808	1.441029656
HNRNPA3P9	1.710923122	1.75463429	2.044167856	1.979077162
HNRNPAB	115.559486	117.0431282	70.23309521	201.3605181
HNRNPABP1	1.502054214	1.364589369	2.194499747	1.359662954
HNRNPC	226.0214562	237.0258439	157.8026715	422.9969534
HNRNPCL1	1.349107031	1.228969792	1.486539495	1.309705126
HNRNPCL2	1.338861094	1.239632677	1.447128297	1.313731973
HNRNPCL3	1.348645879	1.289118125	1.466210583	1.299125513
HNRNPCP1	1.874239395	2.43870624	3.030220751	2.11921285
HNRNPCP10	1.373760972	1.288835014	1.441904507	1.299125513
HNRNPCP2	1.414827807	1.327037998	1.654330914	1.416680738
HNRNPCP3	1.365213848	1.499693615	1.602683094	1.337824666
HNRNPCP4	1.564223338	1.438169995	1.521612073	1.866124476
HNRNPCP6	1.871136801	1.554948856	1.631843626	1.686653788
HNRNPCP7	2.124842488	2.586280727	1.767195202	2.407602944
HNRNPCP8	1.35056597	1.246634518	1.412729662	1.311811951
HNRNPCP9	1.405927007	1.313742952	1.557754444	1.326747237
HNRNPD	198.9324923	240.5197877	113.6463521	355.3701426
HNRNPDL	341.9486333	385.0296794	170.5886935	444.4625958
HNRNPDLP2	1.419168163	1.546989352	1.55469956	1.594808987
HNRNPDP1	1.363233178	1.250604696	1.544940586	1.344062438
HNRNPF	67.48012744	64.34052289	32.37855995	137.0253297
HNRNPFP1	1.333805026	1.261042954	1.685573741	1.299125513
HNRNPH1	280.9883063	417.8620149	200.2296772	380.6507472
HNRNPH1P1	1.662397943	2.055436174	2.260743662	2.370219029
HNRNPH1P3	1.340833402	1.25715511	1.539606799	1.375169319
HNRNPH2	46.48732264	48.6097316	24.15265806	88.43842218
HNRNPH3	143.2840453	156.4323653	77.54158433	225.3259426
HNRNPH3P1	1.333805026	1.220896387	1.532074271	1.306237111
HNRNPK	211.8666928	252.3980831	99.44948345	315.8224583
HNRNPKP2	1.338718769	1.271663922	1.779318776	1.318408174
HNRNPKP3	1.374891198	1.261370272	1.578253861	1.299125513
HNRNPL	71.15634052	74.7502795	43.23251445	106.9823939
HNRNPLL	21.24622075	18.42445525	14.18071124	25.40455849
HNRNPM	77.93356611	123.0170147	70.10333339	149.9226079
HNRNPMP1	1.870825983	1.551428301	2.082519007	1.974573619
HNRNPR	82.50689227	76.852636	30.85772517	126.0265521
HNRNPRP1	2.602527421	2.584353005	2.49306571	3.140701079
HNRNPU	322.3258729	312.8708603	232.0740778	497.7683469
HNRNPU-AS1	6.542023064	8.831817136	7.043121051	8.98034314
HNRNPUL1	162.8331043	96.54530967	88.59841868	186.1434482
HNRNPUL2	30.25359094	21.65866372	13.87904072	42.16937836
HNRNPUL2-BSCL2	26.54092738	21.1073338	17.43439165	48.40533501
HOGA1	1.697659339	1.252201768	1.471896759	2.019771064
HOMER1	8.759529523	4.444302164	4.545169499	12.21892598
HOMER2	3.924726022	2.153155229	3.883751548	20.61179173
HOMER3	12.92678141	13.70817751	6.101874067	12.40613989
HOMEZ	5.506632915	4.941129427	3.719347403	11.98217144
HOOK1	2.591898739	2.276676353	3.909433756	34.99383931
HOOK2	11.1510786	6.979417533	7.311698279	29.80908116
HOOK3	67.81274765	63.52821376	31.19529277	74.41243614
HOPX	22.75099968	9.638463742	10.16882979	85.71277296
HORMAD1	1.870805265	1.4283339	2.01005609	3.968799125
HORMAD2	1.357849988	1.286554409	1.464736536	1.470195894
HORMAD2-AS1	1.520303924	1.369987908	1.481876494	2.764369846
HOTAIR	1.367513389	1.226058567	1.72577404	1.886566517
HOTAIRM1	10.52845309	14.35083215	3.932086022	5.54278057
HOTTIP	1.382529019	1.35944244	1.693369127	1.758294376
HOXA1	2.902038749	1.718558306	2.035806219	3.599216621
HOXA10	1.823643007	1.466749527	1.795088136	5.060357454
HOXA10-AS	1.360708181	1.279701096	1.706713675	2.180756762
HOXA11	1.43938624	1.248702952	1.432151434	1.922128679
HOXA11-AS	1.395674486	1.264456288	1.47614344	1.964562126
HOXA13	1.502659987	1.295903559	1.591778386	2.178785891
HOXA2	5.377802942	3.831126935	1.936840052	2.656776982
HOXA3	6.850233783	3.559939749	1.77313166	4.078006294
HOXA4	6.999881498	9.690264941	1.852436818	2.881366494
HOXA5	24.51049177	28.6006681	2.303503056	4.357859318
