"Gene"	"IS01"	"IS02"	"IS03"	"State"	"MaxFC"
"LAMC2"	"LAMC2"	0.258081280858955	0.734104185276306	-0.606386030263941	"IS02"	0.734104185276306
"PPP1R14C"	"PPP1R14C"	0.228953511011849	0.723466036800068	-0.576138277670705	"IS02"	0.723466036800068
"LOC388248"	"LOC388248"	0.543481074208605	0.629554172688021	-0.792344363248255	"IS02"	0.629554172688021
"SEL1L2"	"SEL1L2"	0.147276592006415	0.604383996919455	-0.444120290934313	"IS02"	0.604383996919455
"GRIA3"	"GRIA3"	0.536533363005586	0.601027367008142	-0.771385113199567	"IS02"	0.601027367008142
"CPNE6"	"CPNE6"	-0.220996684729431	0.56386224367847	-0.111387911690384	"IS02"	0.56386224367847
"TRIM16L"	"TRIM16L"	0.167304715208378	0.559631823919282	-0.437383054286153	"IS02"	0.559631823919282
"KCNK7"	"KCNK7"	-0.00546340056916402	0.506457827312392	-0.263220693323399	"IS02"	0.506457827312392
"IL24"	"IL24"	-0.146527565066199	0.441461906146257	-0.10960578717049	"IS02"	0.441461906146257
"IL1F7"	"IL1F7"	0.130663369609273	0.415774486466293	-0.330331426193996	"IS02"	0.415774486466293
"PRLHR"	"PRLHR"	-0.062424369720196	0.282065670587552	-0.0964021912134673	"IS02"	0.282065670587552
"LOC541471"	"LOC541471"	-0.549300302975049	-0.023860804508279	0.476943991361369	"IS03"	0.476943991361369
"PGRMC1"	"PGRMC1"	-0.16000383923365	-0.26797120603563	0.276967631292963	"IS03"	0.276967631292963
